<<<<<<< HEAD
,ProductID,Weight,FatContent,ProductVisibility,ProductType,MRP,OutletID,EstablishmentYear,OutletSize,LocationType,OutletType,result
89,190,17.75,1,0.262504325,4,242.2538,0,1998,1,2,0,550.1864
90,671,19.35,1,0.0,10,165.7816,7,2002,1,1,1,2711.1863
91,1107,12.695633368756642,0,0.056783774,4,223.1404,5,1985,1,2,3,6186.6797
92,779,12.695633368756642,0,0.041536279,5,107.7912,5,1985,1,2,3,2624.8914
93,985,6.44,0,0.079538056,1,99.47,3,2009,1,2,2,1543.9708
94,1478,12.6,0,0.064057374,8,122.1414,1,1987,0,2,1,2052.7043
95,1223,7.935,0,0.017156262,4,48.135,8,1997,2,0,1,716.2389
96,682,18.25,0,0.054540968,13,140.4154,2,2007,1,1,1,2166.2996
97,146,18.5,1,0.045648973,4,145.6102,3,2009,1,2,2,1997.1245
98,1230,6.035,1,0.065917194,0,185.724,7,2002,1,1,1,3305.1707
99,1484,11.8,0,0.058687359,8,81.1618,1,1987,0,2,1,1138.8741
100,940,6.26,1,0.009908113,10,151.1366,3,2009,1,2,2,2263.6667
101,575,16.5,1,0.094395215,0,97.2068,2,2007,1,1,1,1560.9845
102,1221,15.7,1,0.02777326,3,169.279,2,2007,1,1,1,2906.9382
103,398,6.635,1,0.006326106,0,122.1098,8,1997,2,0,1,2151.6958
104,3,12.695633368756642,0,0.143990546,14,191.553,4,1985,2,0,0,506.59238
105,1278,12.695633368756642,0,0.09233359,9,250.6066,5,1985,1,2,3,6482.1147
106,1115,12.695633368756642,0,0.083661793,3,248.6092,4,1985,2,0,0,864.66327
107,625,14.0,1,0.042022999,13,53.064,9,1999,1,0,1,889.2325
108,504,12.695633368756642,1,0.072044336,4,48.8692,5,1985,1,2,3,1399.0669
109,969,17.75,0,0.0,4,249.775,3,2009,1,2,2,3531.7864
110,211,17.75,0,0.024404214,6,159.0262,0,1998,1,2,0,404.68442
111,744,8.155,0,0.119450639,10,190.653,8,1997,2,0,1,3153.498
112,710,17.25,0,0.121917641,3,76.6986,0,1998,1,2,0,180.85588
113,332,12.695633368756642,1,0.131905128,5,232.0668,5,1985,1,2,3,5998.6045
114,702,6.175,1,0.179043614,10,95.3752,6,2004,2,1,1,1573.8477
115,114,12.695633368756642,0,0.0152302,7,107.0938,5,1985,1,2,3,2233.98
116,883,8.18,1,0.082401592,5,55.9588,8,1997,2,0,1,889.9011
117,1123,8.355,0,0.013917468,0,92.5462,1,1987,0,2,1,1458.9934
118,1204,6.905,1,0.038140213,4,96.3726,6,2004,2,1,1,1570.9178
119,603,20.35,0,0.054166556,13,116.9466,7,2002,1,1,1,1752.8915
120,908,12.695633368756642,0,0.03229139,0,178.766,5,1985,1,2,3,4961.201
121,1409,19.25,0,0.108641498,9,33.0558,2,2007,1,1,1,591.8526
122,695,5.48,0,0.015105338,5,84.625,6,2004,2,1,1,1569.6826
123,275,5.425,1,0.114650377,0,87.3514,9,1999,1,0,1,1619.1198
124,180,12.1,0,0.115342009,0,220.2114,3,2009,1,2,2,4003.3616
125,1230,12.695633368756642,1,0.0,0,186.424,5,1985,1,2,3,4400.4805
126,554,11.0,0,0.00896468,10,120.6756,7,2002,1,1,1,2021.9685
127,1074,5.765,0,0.082346376,0,38.8164,3,2009,1,2,2,534.637
128,620,13.8,0,0.013318,3,110.1254,3,2009,1,2,2,1439.0221
129,620,13.8,0,0.01325293,3,108.2254,1,1987,0,2,1,1641.022
130,1105,5.44,1,0.017131453,0,177.837,3,2009,1,2,2,2657.0283
131,327,12.8,0,0.022925594,6,116.4492,1,1987,0,2,1,2028.0409
132,1386,6.13,0,0.028316137,9,109.3912,6,2004,2,1,1,1730.102
133,1201,8.195,0,0.052562923,0,93.9462,0,1998,1,2,0,200.3175
134,85,14.15,0,0.1837926,14,81.3276,9,1999,1,0,1,1301.9298
135,931,12.695633368756642,0,0.111296158,5,151.2708,4,1985,2,0,0,377.32208
136,783,16.75,0,0.029860799,13,39.5822,3,2009,1,2,2,474.631
137,859,14.3,0,0.130617879,0,76.5328,9,1999,1,0,1,1250.9762
138,267,12.695633368756642,0,0.238990225,3,94.7094,4,1985,2,0,0,338.10803
139,1026,5.635,0,0.103186396,0,151.805,1,1987,0,2,1,2388.393
140,45,5.73,0,0.0,14,188.3898,0,1998,1,2,0,511.85898
141,801,7.155,1,0.168186376,1,36.5874,8,1997,2,0,1,672.84247
142,131,15.2,0,0.050255855,14,97.3752,9,1999,1,0,1,1499.508
143,1525,15.25,0,0.061173235,9,128.5968,6,2004,2,1,1,2099.9263
144,349,10.395,1,0.029881147,4,89.5514,6,2004,2,1,1,1438.0035
145,1269,8.76,0,0.050154219,8,126.9336,7,2002,1,1,1,1939.4985
146,1306,9.13,0,0.051837621,9,152.6024,6,2004,2,1,1,2421.2292
147,507,12.695633368756642,0,0.11013617,6,189.7846,5,1985,1,2,3,3926.3093
148,1272,19.6,0,0.024086626,9,106.0964,2,2007,1,1,1,1678.9377
149,1284,12.695633368756642,0,0.013115567,9,53.7614,5,1985,1,2,3,1621.2487
150,603,20.35,0,0.0,13,118.9466,9,1999,1,0,1,2140.2556
151,623,10.0,0,0.038764258,6,246.2144,7,2002,1,1,1,4057.9143
152,1329,11.3,0,0.07986963,9,180.466,0,1998,1,2,0,489.48694
153,121,6.57,0,0.066057085,7,259.3278,6,2004,2,1,1,4518.4214
154,1321,13.15,0,0.093044518,9,158.4604,3,2009,1,2,2,2367.2788
155,878,4.635,0,0.140771867,1,129.4994,1,1987,0,2,1,2037.712
156,717,10.6,1,0.033186809,2,49.1008,3,2009,1,2,2,622.4967
157,888,9.3,0,0.11139344,1,65.2826,9,1999,1,0,1,1069.2847
158,108,7.02,0,0.049966527,4,82.525,7,2002,1,1,1,1293.593
159,83,13.8,0,0.097212998,4,58.293,9,1999,1,0,1,938.6831
160,1010,7.825,1,0.150863781,5,158.0288,2,2007,1,1,1,2507.0298
161,1394,19.1,0,0.091900406,11,182.5608,6,2004,2,1,1,2961.9458
162,430,7.51,0,0.017414576,6,231.101,1,1987,0,2,1,4008.0117
163,875,8.85,0,0.053866912,6,183.0292,8,1997,2,0,1,3288.3062
164,1040,17.35,0,0.014714625,5,75.4038,9,1999,1,0,1,1223.9625
165,1240,17.75,0,0.127140836,0,110.5544,0,1998,1,2,0,249.32664
166,879,12.695633368756642,1,0.061923154,0,87.5514,5,1985,1,2,3,2405.8513
167,564,16.6,0,0.122417514,6,174.3738,9,1999,1,0,1,2897.5588
168,898,15.15,0,0.0,0,150.4708,7,2002,1,1,1,2524.0635
169,553,5.46,1,0.053858378,3,186.924,0,1998,1,2,0,630.64105
170,290,9.5,1,0.048784266,15,188.5898,7,2002,1,1,1,3409.5127
171,1327,13.5,0,0.073080167,9,161.492,2,2007,1,1,1,2771.3232
172,1426,8.275,0,0.184602443,9,106.5306,0,1998,1,2,0,322.35745
173,646,10.8,1,0.080582001,0,39.4138,0,1998,1,2,0,109.54674
174,1026,5.635,0,0.103856487,0,151.305,2,2007,1,1,1,2367.2695
175,430,7.51,0,0.017500079,6,228.801,3,2009,1,2,2,3196.9517
176,869,12.695633368756642,0,0.173275373,0,127.6362,5,1985,1,2,3,3203.7896
177,843,12.695633368756642,0,0.083393481,10,180.6292,5,1985,1,2,3,4924.935
178,732,12.695633368756642,1,0.0450476,0,36.4874,5,1985,1,2,3,994.7003
179,48,12.695633368756642,0,0.051816577,14,236.4564,5,1985,1,2,3,5504.868
180,239,15.5,1,0.026297031,6,102.7332,6,2004,2,1,1,1755.1731
181,385,4.905,0,0.117808305,3,198.5768,3,2009,1,2,2,2877.709
182,406,9.285,1,0.049270974,5,243.9144,6,2004,2,1,1,4051.7622
183,1294,8.97,0,0.093540749,9,55.4956,2,2007,1,1,1,848.74347
184,1388,18.75,0,0.087105823,8,108.228,0,1998,1,2,0,242.73581
185,1396,8.895,0,0.0,9,110.9544,9,1999,1,0,1,1813.0222
186,373,16.35,0,0.068068082,6,199.1426,6,2004,2,1,1,3275.5674
187,361,10.195,1,0.01761655,15,239.4538,1,1987,0,2,1,3931.6714
188,87,9.5,0,0.040898157,7,225.2088,9,1999,1,0,1,3934.3125
189,1318,12.1,0,0.079791176,9,169.5106,6,2004,2,1,1,2775.0073
190,637,12.5,0,0.031049674,6,101.399,8,1997,2,0,1,1691.0117
191,954,15.2,0,0.019112323,13,236.2248,3,2009,1,2,2,2881.9158
192,1026,5.635,0,0.103272336,0,151.205,8,1997,2,0,1,2386.8938
193,496,12.695633368756642,1,0.054001526,3,227.8352,4,1985,2,0,0,651.9459
194,866,8.895,1,0.081073148,13,51.2008,6,2004,2,1,1,859.0224
195,1276,12.695633368756642,0,0.019774239,9,154.5972,5,1985,1,2,3,3945.1333
196,770,12.695633368756642,1,0.153038134,6,219.0456,4,1985,2,0,0,546.62933
197,248,6.89,1,0.13720009,13,191.882,2,2007,1,1,1,3173.5215
198,1246,16.25,0,0.02573698,6,169.3474,8,1997,2,0,1,2718.5095
199,1234,12.695633368756642,0,0.070354806,5,53.9298,4,1985,2,0,0,187.91893
200,896,12.695633368756642,1,0.047028483,13,118.3782,5,1985,1,2,3,2991.6
201,20,13.85,0,0.030857538,14,140.6154,7,2002,1,1,1,2162.1304
202,1043,16.75,0,0.045302246,13,189.1556,2,2007,1,1,1,3296.243
203,591,18.0,0,0.073341257,3,155.7972,7,2002,1,1,1,2417.099
204,186,9.21,0,0.00880049,6,123.0414,3,2009,1,2,2,1790.3046
205,664,20.85,0,0.039562497,10,118.1808,8,1997,2,0,1,1696.294
206,623,10.0,0,0.038745948,6,245.0144,9,1999,1,0,1,4041.4785
207,695,5.48,0,0.015193653,5,82.825,2,2007,1,1,1,1577.6168
208,577,19.25,1,0.027075481,10,195.611,6,2004,2,1,1,3284.7651
209,353,18.5,0,0.052068722,13,117.0124,8,1997,2,0,1,1869.2635
210,465,12.695633368756642,1,0.114010306,3,112.2202,5,1985,1,2,3,3174.6704
211,1280,12.695633368756642,0,0.111641021,9,38.8848,4,1985,2,0,0,120.808556
212,814,15.7,1,0.008771522,10,205.798,3,2009,1,2,2,3141.5112
213,198,20.25,1,0.103304968,3,92.612,2,2007,1,1,1,1564.9463
214,847,10.8,0,0.028919203,13,240.9222,1,1987,0,2,1,3889.3467
215,1393,18.5,0,0.034136703,11,130.0284,2,2007,1,1,1,2155.8699
216,641,12.695633368756642,1,0.045393469,10,102.2674,4,1985,2,0,0,289.55096
217,951,12.695633368756642,1,0.047199898,5,244.9144,5,1985,1,2,3,6554.8237
218,591,18.0,0,0.07319282,3,154.2972,8,1997,2,0,1,2405.3003
219,1540,10.5,0,0.011287929,9,238.9248,8,1997,2,0,1,3781.7559
220,84,12.695633368756642,0,0.036628533,7,145.6128,4,1985,2,0,0,430.32056
221,1089,14.0,1,0.105057952,5,141.1812,1,1987,0,2,1,2290.3406
222,669,15.6,1,0.0,13,169.2132,8,1997,2,0,1,2837.028
223,860,11.6,0,0.017741644,3,178.3686,6,2004,2,1,1,3026.4214
224,1319,16.25,0,0.039225553,9,116.2176,7,2002,1,1,1,1846.7664
225,241,20.5,0,0.141766029,15,87.4172,6,2004,2,1,1,1418.4944
226,1132,5.035,1,0.080236064,1,226.4036,3,2009,1,2,2,3242.6484
227,1261,17.6,0,0.082332074,8,160.392,8,1997,2,0,1,2576.4414
228,818,12.695633368756642,0,0.136085739,13,259.8962,4,1985,2,0,0,538.3931
229,270,8.68,0,0.008885672,5,96.9384,2,2007,1,1,1,1574.2742
230,1189,17.5,0,0.0,13,255.2356,1,1987,0,2,1,4400.5327
231,159,7.435,0,0.141355941,15,168.5158,0,1998,1,2,0,393.78
232,316,8.71,0,0.121227447,3,95.2778,6,2004,2,1,1,1593.9619
233,1072,5.34,1,0.005975976,13,100.8358,7,2002,1,1,1,1802.2738
234,1034,10.695,1,0.011425458,13,73.6038,8,1997,2,0,1,1217.8065
235,907,14.8,1,0.043961689,1,109.157,9,1999,1,0,1,1755.043
236,1506,18.0,0,0.01949589,8,127.8994,2,2007,1,1,1,2195.6904
237,1361,12.15,0,0.029523375,9,117.215,8,1997,2,0,1,1966.9664
238,401,12.695633368756642,1,0.062751586,5,244.2486,4,1985,2,0,0,633.47406
239,411,21.2,1,0.0,15,173.0738,2,2007,1,1,1,3206.4036
240,280,8.3,0,0.059175953,6,37.8506,0,1998,1,2,0,138.2711
241,1410,9.06,0,0.009831566,11,211.156,2,2007,1,1,1,3851.9883
242,509,5.095,1,0.216762584,13,142.2838,0,1998,1,2,0,244.24077
243,1085,11.15,0,0.057254675,0,104.0622,2,2007,1,1,1,1679.6332
244,1072,5.34,1,0.0,13,101.0358,0,1998,1,2,0,315.98926
245,1168,19.75,0,0.041598912,6,118.0466,2,2007,1,1,1,1976.6307
246,27,19.6,0,0.024206741,4,47.0718,1,1987,0,2,1,776.8415
247,1280,10.695,0,0.063862271,9,38.1848,9,1999,1,0,1,668.13513
248,459,9.42,1,0.073484791,5,63.6194,0,1998,1,2,0,172.78307
249,689,13.5,1,0.125983278,13,264.691,2,2007,1,1,1,3287.4294
250,991,19.35,1,0.058161092,6,239.4564,7,2002,1,1,1,3881.939
251,1111,9.0,0,0.1092139,13,175.037,0,1998,1,2,0,546.79626
252,451,12.695633368756642,1,0.138195491,5,83.1276,4,1985,2,0,0,245.25511
253,1103,20.75,0,0.007595816,13,104.4622,2,2007,1,1,1,1704.6647
254,265,15.0,0,0.11956313,13,227.2694,2,2007,1,1,1,3791.9038
255,1458,17.85,0,0.018020588,8,94.4094,6,2004,2,1,1,1660.51
256,61,7.81,0,0.067442541,14,244.7486,6,2004,2,1,1,4155.8535
257,269,12.695633368756642,1,0.008239804,4,152.2708,5,1985,1,2,3,4277.343
258,1164,12.1,0,0.030127406,3,74.567,8,1997,2,0,1,1191.2043
259,1181,17.6,1,0.016014343,1,44.0402,1,1987,0,2,1,597.16046
260,487,14.0,0,0.041524729,15,181.7634,2,2007,1,1,1,3445.722
261,1487,15.1,0,0.055926872,9,141.4496,9,1999,1,0,1,2338.5793
262,1179,14.5,1,0.097597084,13,158.5262,3,2009,1,2,2,2457.3862
263,243,12.695633368756642,0,0.177107232,4,157.5288,5,1985,1,2,3,3925.3582
264,958,20.25,1,0.0,3,186.4924,9,1999,1,0,1,3165.7502
265,1491,9.0,0,0.019506654,9,169.5474,8,1997,2,0,1,2923.591
266,1498,11.8,0,0.022936556,8,177.6686,3,2009,1,2,2,2523.5132
267,1528,20.25,0,0.02610006,9,182.8976,2,2007,1,1,1,3033.905
268,800,7.51,0,0.103974431,13,112.1544,9,1999,1,0,1,1747.7765
269,424,12.695633368756642,1,0.086360962,13,153.7972,5,1985,1,2,3,3883.8337
270,557,17.85,0,0.011298801,13,213.256,2,2007,1,1,1,3628.936
271,1282,9.1,0,0.055541153,9,115.6518,7,2002,1,1,1,1788.4729
272,1518,12.695633368756642,0,0.088720803,8,144.4102,5,1985,1,2,3,3639.7778
273,1481,5.88,0,0.024866609,9,148.3392,1,1987,0,2,1,2412.631
274,134,15.0,0,0.064129493,7,45.906,6,2004,2,1,1,810.5152
275,492,16.1,0,0.100213917,6,79.0328,6,2004,2,1,1,1295.2753
276,177,21.25,0,0.155621254,13,178.237,9,1999,1,0,1,2249.3318
277,746,21.1,1,0.161832494,6,65.7168,7,2002,1,1,1,876.9194
278,1154,11.8,1,0.170283492,3,115.1834,8,1997,2,0,1,1827.5829
279,914,15.15,1,0.012313256,13,132.8284,3,2009,1,2,2,1938.7037
280,64,12.695633368756642,0,0.0,4,94.812,5,1985,1,2,3,2246.1902
281,170,5.985,0,0.005689466,0,186.6924,3,2009,1,2,2,2704.927
282,1306,9.13,0,0.052140695,9,153.4024,2,2007,1,1,1,2373.9153
283,399,9.0,1,0.050579228,3,151.3024,9,1999,1,0,1,2450.67
284,406,12.695633368756642,1,0.04904165,5,245.5144,5,1985,1,2,3,6189.6597
285,969,17.75,0,0.034806679,4,250.175,9,1999,1,0,1,4116.6533
286,1191,12.695633368756642,1,0.095395258,1,131.131,4,1985,2,0,0,311.86047
287,499,7.325,0,0.093530571,6,90.4146,9,1999,1,0,1,1408.13
288,16,12.1,1,0.061124626,14,56.4614,1,1987,0,2,1,853.6048
289,625,14.0,1,0.0,13,54.864,8,1997,2,0,1,887.51874
290,447,12.85,0,0.121624114,13,42.2428,1,1987,0,2,1,642.603
291,143,7.535,0,0.081719458,14,118.444,1,1987,0,2,1,1886.6113
292,1444,16.35,0,0.01336643,11,105.228,8,1997,2,0,1,1641.1763
293,695,12.695633368756642,0,0.015035032,5,84.025,5,1985,1,2,3,2359.4695
294,962,12.695633368756642,0,0.059557164,6,149.2366,5,1985,1,2,3,3730.5876
295,1262,19.2,0,0.077443049,9,194.511,1,1987,0,2,1,3102.8738
296,996,18.85,0,0.055470721,0,132.1284,7,2002,1,1,1,2038.2518
297,1387,14.5,0,0.019514867,11,165.121,7,2002,1,1,1,2726.877
298,836,6.46,1,0.08228859,6,144.4102,0,1998,1,2,0,395.29602
299,110,14.15,0,0.036090136,14,41.1138,3,2009,1,2,2,507.7207
300,1333,20.25,0,0.098645981,9,244.746,0,1998,1,2,0,578.40765
301,25,15.7,0,0.03744271,14,181.1634,2,2007,1,1,1,3077.3655
302,1314,20.25,0,0.147933567,9,235.3616,8,1997,2,0,1,3330.3635
303,433,9.6,0,0.084937598,0,105.028,6,2004,2,1,1,1712.3633
304,630,20.5,0,0.020601136,6,91.683,6,2004,2,1,1,1474.4095
305,628,12.35,1,0.158439388,10,156.0946,6,2004,2,1,1,2563.243
306,1492,12.695633368756642,0,0.0,8,165.7842,5,1985,1,2,3,4553.005
307,1441,15.75,0,0.135072801,9,99.17,8,1997,2,0,1,1693.6683
308,867,19.2,0,0.035156307,13,179.1318,1,1987,0,2,1,2946.485
309,211,12.695633368756642,0,0.014509564,6,157.4262,5,1985,1,2,3,4138.899
310,472,9.395,1,0.100315391,0,85.8856,1,1987,0,2,1,1389.3948
311,1511,18.2,0,0.058420325,9,221.4456,1,1987,0,2,1,4028.714
312,1271,19.0,0,0.027096298,9,128.6336,3,2009,1,2,2,1861.599
313,1058,4.805,1,0.037912667,4,125.8704,2,2007,1,1,1,2300.7969
314,1288,8.85,0,0.016110572,9,104.2964,2,2007,1,1,1,1701.1921
315,644,11.65,1,0.076158144,13,82.9908,3,2009,1,2,2,1137.8241
316,188,9.395,0,0.104338095,13,236.8932,2,2007,1,1,1,3868.3848
317,572,9.695,0,0.129998012,6,185.1898,8,1997,2,0,1,3152.6892
318,761,18.7,1,0.0,5,231.201,7,2002,1,1,1,3745.3513
319,1071,20.75,0,0.024247803,6,123.973,3,2009,1,2,2,1834.7341
320,902,8.89,0,0.005483027,5,100.4016,9,1999,1,0,1,1573.2433
321,1478,12.6,0,0.064371885,8,119.8414,3,2009,1,2,2,1820.208
322,1373,12.6,0,0.082684949,9,176.6054,1,1987,0,2,1,2922.5137
323,237,13.1,1,0.098984923,5,198.2768,7,2002,1,1,1,3022.6172
324,375,9.3,1,0.014016743,13,196.8084,6,2004,2,1,1,3144.9482
325,725,12.695633368756642,1,0.060880827,10,124.4388,5,1985,1,2,3,3393.3308
326,294,17.7,1,0.068511767,6,83.2276,0,1998,1,2,0,209.99432
327,1210,17.85,0,0.0,13,127.502,7,2002,1,1,1,2182.1777
328,1234,8.935,0,0.04017515,5,54.1298,6,2004,2,1,1,940.72723
329,309,11.15,0,0.120441348,4,43.7744,3,2009,1,2,2,514.5978
330,1528,12.695633368756642,0,0.045440803,9,179.5976,4,1985,2,0,0,435.02014
331,764,11.1,0,0.135906738,13,217.9482,2,2007,1,1,1,3297.8865
332,1047,10.0,0,0.025973288,3,264.3226,2,2007,1,1,1,4246.1865
333,1172,12.695633368756642,1,0.23372937,0,52.4298,4,1985,2,0,0,163.27289
334,1422,12.8,0,0.091552173,11,107.1938,2,2007,1,1,1,1715.2378
335,822,9.895,1,0.028883289,3,116.6492,2,2007,1,1,1,1931.0317
336,901,13.35,0,0.03236252,10,62.0194,2,2007,1,1,1,996.0386
337,743,7.785,0,0.139835844,4,104.7306,7,2002,1,1,1,1602.7568
338,1269,12.695633368756642,0,0.049810328,8,129.2336,5,1985,1,2,3,3485.501
339,373,16.35,0,0.068466049,6,197.1426,2,2007,1,1,1,3285.9055
340,666,11.5,0,0.073178424,6,189.153,3,2009,1,2,2,2815.2126
341,126,15.2,0,0.113535259,14,36.0848,2,2007,1,1,1,659.126
